"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,Week,"Unique ID","Start Day","Start Month","End Day","End month","St Alban Woodstreet - Buried","St Alban Woodstreet - Plague","Alhallows Barking - Buried","Alhallows Barking - Plague","Alhallows Breadstreet - Buried","Alhallows Breadstreet - Plague","Alhallows Great - Buried","Alhallows Great - Plague","Alhallows Honylane - Buried","Alhallows Honylane - Plague","Alhallows Lesse - Buried","Alhallows Lesse - Plague","Alhallows Lumbardstreet - Buried","Alhallows Lumbardstreet - Plague","Alhallows Stayning - Buried","Alhallows Stayning - Plague","Alhallows the Wall - Buried","Alhallows the Wall - Plague","St Alphage - Buried","St Alphage - Plague","St Andrew Hubbard - Buried","St Andrew Hubbard - Plague","St Andrew Undershaft - Buried","St Andrew Undershaft - Plague","St Andrew Wardrobe - Buried","St Andrew Wardrobe - Plague","St Ann Aldersgate - Buried","St Ann Aldersgate - Plague","St Ann Blackfryers - Buried","St Ann Blackfryers - Plague","St Antholins Parish - Buried","St Antholins Parish - Plague","St Austins Parish - Buried","St Austins Parish - Plague","St Bartholomew Exchange - Buried","St Bartholomew Exchange - Plague","St Bennet Fynck - Buried","St Bennet Fynck - Plague","St Bennet Gracechurch - Buried","St Bennet Gracechurch - Plague","St Bennet Paulswharf - Buried","St Bennet Paulswharf - Plague","St Bennet Sherehog - Buried","St Bennet Sherehog - Plague","St Botolph Billingsgate - Buried","St Botolph Billingsgate - Plague","Christ Church - Buried","Christ Church - Plague","St Christophers - Buried","St Christophers - Plague","St Clement Eastcheap - Buried","St Clement Eastcheap - Plague","St Dionis Backchurch - Buried","St Dionis Backchurch - Plague","St Dunstan East - Buried","St Dunstan East - Plague","St Edmund Lumbardstr. - Buried","St Edmund Lumbardstr. - Plague","St Ethelborough - Buried","St Ethelborough - Plague","St Faith - Buried","St Faith - Plague","St Gabriel Fenchurch - Buried","St Gabriel Fenchurch - Plague","St George Botolphlane - Buried","St George Botolphlane - Plague","St Gregory by St Pauls - Buried","St Gregory by St Pauls - Plague","St Hellen - Buried","St Hellen - Plague","St James Dukes place - Buried","St James Dukes place - Plague","St James Garlickhithe - Buried","St James Garlickhithe - Plague","St John Baptist - Buried","St John Baptist - Plague","St John Evangelist - Buried","St John Evangelist - Plague","St John Zachary - Buried","St John Zachary - Plague","St Katharine Coleman - Buried","St Katharine Coleman - Plague","St Katharine Creechurch - Buried","St Katharine Creechurch - Plague","St Lawrence Jewry - Buried","St Lawrence Jewry - Plague","St Lawrence Pountney - Buried","St Lawrence Pountney - Plague","St Leonard Eastcheap - Buried","St Leonard Eastcheap - Plague","St Leonard Fosterlane - Buried","St Leonard Fosterlane - Plague","St Magnus Parish - Buried","St Magnus Parish - Plague","St Margaret Lothbury - Buried","St Margaret Lothbury - Plague","St Margaret Moses - Buried","St Margaret Moses - Plague","St Margaret Newfishstreet - Buried","St Margaret Newfishstreet - Plague","St Margaret Pattons - Buried","St Margaret Pattons - Plague","St Martin Iremongerlane - Buried","St Martin Iremongerlane - Plague","St Martin Ludgate - Buried","St Martin Ludgate - Plague","St Martin Orgars - Buried","St Martin Orgars - Plague","St Martin Outwich - Buried","St Martin Outwich - Plague","St Martin Vintrey - Buried","St Martin Vintrey - Plague","St Mary Abchurch - Buried","St Mary Abchurch - Plague","St Mary Aldermanbury - Buried","St Mary Aldermanbury - Plague","St Mary Aldermary - Buried","St Mary Aldermary - Plague","St Mary le Bow - Buried","St Mary le Bow - Plague","St Mary Bothaw - Buried","St Mary Bothaw - Plague","St Mary Colechurch - Buried","St Mary Colechurch - Plague","St Mary Hill - Buried","St Mary Hill - Plague","St Maudlin Milkstreet - Buried","St Maudlin Milkstreet - Plague","St Maudlin Oldfishstreet - Buried","St Maudlin Oldfishstreet - Plague","St Mary Mounthaw - Buried","St Mary Mounthaw - Plague","St Mary Sommerset - Buried","St Mary Sommerset - Plague","St Mary Stayning - Buried","St Mary Stayning - Plague","St Mary Woolchurch - Buried","St Mary Woolchurch - Plague","St Mary Woolnoth - Buried","St Mary Woolnoth - Plague","St Matthew Fridaystreet - Buried","St Matthew Fridaystreet - Plague","St Michael Bassishaw - Buried","St Michael Bassishaw - Plague","St Michael Cornhil - Buried","St Michael Cornhil - Plague","St Michael Crookedlane - Buried","St Michael Crookedlane - Plague","St Michael Queenhithe - Buried","St Michael Queenhithe - Plague","St Michael Quern - Buried","St Michael Quern - Plague","St Michael Royal - Buried","St Michael Royal - Plague","St Michael Woodstreet - Buried","St Michael Woodstreet - Plague","St Mildred Breadstreet - Buried","St Mildred Breadstreet - Plague","St Mildred Poultrey - Buried","St Mildred Poultrey - Plague","St Nicholas Acons - Buried","St Nicholas Acons - Plague","St Nicholas Coleabby - Buried","St Nicholas Coleabby - Plague","St Nicholas Olaves - Buried","St Nicholas Olaves - Plague","St Olave Hartstreet - Buried","St Olave Hartstreet - Plague","St Olave Jewry - Buried","St Olave Jewry - Plague","St Olave Silverstreet - Buried","St Olave Silverstreet - Plague","St Pancras Soperlane - Buried","St Pancras Soperlane - Plague","St Peter Cheap - Buried","St Peter Cheap - Plague","St Peter Cornhil - Buried","St Peter Cornhil - Plague","St Peter Paulswharf - Buried","St Peter Paulswharf - Plague","St Peter Poor - Buried","St Peter Poor - Plague","St Steven Colemanstreet - Buried","St Steven Colemanstreet - Plague","St Steven Walbrook - Buried","St Steven Walbrook - Plague","St Swithin - Buried","St Swithin - Plague","St Thomas Apostles - Buried","St Thomas Apostles - Plague","Trinity Parish - Buried","Trinity Parish - Plague","St Foster - Buried","St Foster - Plague","Christened in the 97 Parishes within the Walls","Buried in the 97 Parishes within the Walls","Plague in the 97 Parishes within the Walls","St Andrew Holborn - Buried","St Andrew Holborn - Plague","St Bartholomew Great - Buried","St Bartholomew Great - Plague","St Bartholomew Less - Buried","St Bartholomew Less - Plague","St Bridget - Buried","St Bridget - Plague","Bridewel Precinct - Buried","Bridewel Precinct - Plague","St Botolph Aldersgate - Buried","St Botolph Aldersgate - Plague","St Botolph Aldgate - Buried","St Botolph Aldgate - Plague","St Botolph Bishopsgate - Buried","St Botolph Bishopsgate - Plague","St Dunstan West - Buried","St Dunstan West - Plague","St George Southwark - Buried","St George Southwark - Plague","St Giles Cripplegate - Buried","St Giles Cripplegate - Plague","St Olave Southwark - Buried","St Olave Southwark - Plague","Saviours Southwark - Buried","Saviours Southwark - Plague","S Sepulchres Parish - Buried","S Sepulchres Parish - Plague","St Thomas Southwark - Buried","St Thomas Southwark - Plague","Trinity Minories - Buried","Trinity Minories - Plague","Pesthouse Without the Walls - Buried","Pesthouse Without the Walls - Plague","Christened in the parishes without the Walls","Buried in the parishes without the Walls","Plague in the parishes without the Walls","Christ Church in Surry - Buried","Christ Church in Surry - Plague","Stepney Parish - Buried","Stepney Parish - Plague","St Giles in the Field - Buried","St Giles in the Field - Plague","St James Clerkenwel - Buried","St James Clerkenwel - Plague","Hackney Parish - Buried","Hackney Parish - Plague","St John at Wapping - Buried","St John at Wapping - Plague","St Katharine Tower - Buried","St Katharine Tower - Plague","Lambeth Parish - Buried","Lambeth Parish - Plague","St Leonard Shoreditch - Buried","St Leonard Shoreditch - Plague","St Mary Islington - Buried","St Mary Islington - Plague","St Magdalen Bermondsey - Buried","St Magdalen Bermondsey - Plague","St Mary Newington - Buried","St Mary Newington - Plague","St Mary Whitechappel - Buried","St Mary Whitechappel - Plague","St Pauls Shadwel - Buried","St Pauls Shadwel - Plague","Rothorith Parish - Buried","Rothorith Parish - Plague","Christened in the out-Parishes in Middlesex and Surrey","Buried in the out-Parishes in Middlesex and Surrey","Plague in the out-Parishes in Middlesex and Surrey","St Ann in Westminster - Buried","St Ann in Westminster - Plague","St Clement Danes - Buried","St Clement Danes - Plague","St James in Westminster - Buried","St James in Westminster - Plague","St Margaret Westminster - Buried","St Margaret Westminster - Plague","St Martin in the fields - Buried","St Martin in the fields - Plague","St Mary Savoy - Buried","St Mary Savoy - Plague","St Paul Covent Garden - Buried","St Paul Covent Garden - Plague","Pesthouse in Westminster - Buried","Pesthouse in Westminster - Plague","Christened in the Parishes and Liberties of Westminster","Buried in the Parishes and Liberties of Westminster","Plague in the Parishes and Liberties of Westminster"
33131,25216,4899,1,1698,12,BL-1698-12-recto,7,March,14,March,,,2,,,,,,,,,,1,,,,,,,,,,4,,2,,,,5,,,,,,,,,,1,,1,,,,,,1,,1,,,,1,,2,,,,,,,,,,1,,4,,,,,,2,,,,,,,,2,,3,,,,,,,,2,,2,,,,1,,,,1,,,,,,,,,,1,,,,3,,,,1,,,,1,,1,,,,,,1,,,,,,,,,,1,,,,1,,1,,2,,,,1,,,,,,,,,,1,,,,2,,1,,1,,,,,,,,,,3,,3,,1,,1,,1,,1,,1,,50,69,0,23,,1,,,,4,,1,,3,,13,,10,,5,,9,,22,,20,,17,,12,,1,,,,,,103,141,0,3,,33,,38,,11,,,,7,,,,7,,10,,2,,13,,5,,13,,7,,3,,117,152,0,12,,7,,26,,18,,38,,1,,9,,,,85,111,0
33132,25217,4900,1,1698,13,BL-1698-13-recto,14,March,21,March,1,,1,,,,,,,,,,,,,,,,1,,,,,,2,,1,,2,,,,,,1,,1,,,,1,,,,,,2,,,,1,,,,,,1,,,,,,1,,,,2,,,,,,1,,2,,,,,,,,2,,,,1,,,,1,,,,1,,,,,,1,,,,1,,,,,,,,2,,,,2,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,32,45,0,26,,,,1,,5,,,,3,,9,,19,,,,7,,23,,21,,8,,16,,2,,,,,,97,140,0,2,,39,,25,,10,,1,,6,,2,,9,,11,,,,12,,4,,16,,6,,3,,104,146,0,6,,12,,19,,29,,38,,1,,4,,,,84,109,0
33133,25218,4901,1,1699,14,BL-1699-14-recto,21,March,28,March,1,,1,,1,,,,,,,,1,,2,,3,,1,,1,,,,3,,2,,1,,,,,,,,,,,,,,,,,,6,,,,,,1,,3,,,,1,,1,,,,1,,,,,,,,,,1,,,,,,,,3,,2,,,,2,,3,,,,1,,,,,,1,,,,2,,,,,,2,,,,,,1,,1,,,,,,,,,,1,,,,,,1,,,,,,1,,,,1,,1,,2,,,,1,,,,1,,,,,,1,,,,,,,,1,,,,,,2,,,,1,,4,,1,,,,,,1,,,,43,69,0,28,,2,,,,1,,,,4,,13,,17,,6,,8,,27,,15,,5,,12,,,,,,,,105,138,0,4,,38,,27,,9,,,,4,,4,,4,,12,,2,,9,,2,,16,,9,,,,109,140,0,5,,12,,32,,18,,36,,2,,3,,,,64,108,0
33134,25219,4902,1,1699,15,BL-1699-15-recto,28,March,4,April,,,,,,,1,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,4,,,,,,,,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,3,,3,,2,,1,,1,,1,,3,,2,,,,,,,,,,,,,,1,,,,2,,2,,2,,2,,,,,,,,,,1,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,43,52,0,17,,4,,,,9,,,,7,,16,,11,,6,,8,,17,,6,,6,,6,,2,,,,,,96,115,0,4,,41,,31,,6,,1,,7,,,,4,,10,,2,,5,,3,,17,,9,,5,,128,145,0,6,,8,,17,,18,,23,,3,,6,,,,50,81,0
33135,25220,4904,1,1699,16,BL-1699-16-recto,4,April,11,April,,,1,,,,,,,,,,,,,,1,,,,,,4,,1,,,,1,,,,1,,1,,,,,,1,,,,,,,,,,2,,1,,2,,1,,1,,,,,,,,4,,,,,,1,,,,,,,,1,,2,,1,,,,,,,,3,,1,,,,,,,,,,1,,1,,,,,,,,,,2,,,,1,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,3,,,,1,,,,,,1,,38,47,0,11,,2,,,,9,,,,4,,11,,11,,6,,3,,24,,10,,10,,9,,2,,,,,,118,112,0,6,,44,,22,,11,,,,6,,6,,6,,6,,3,,7,,1,,14,,11,,,,126,143,0,9,,16,,23,,21,,39,,3,,6,,,,92,117,0
33166,25221,4905,1,1699,17,BL-1699-17-recto,11,April,18,April,1,,5,,,,1,,,,,,,,,,2,,1,,,,3,,2,,1,,2,,,,,,,,1,,1,,,,,,,,3,,1,,,,,,2,,,,,,3,,,,1,,2,,,,,,,,1,,,,2,,,,,,2,,2,,,,,,2,,,,,,,,1,,,,1,,,,1,,2,,,,,,1,,2,,,,,,1,,,,1,,,,1,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,1,,3,,1,,,,1,,1,,,,50,65,0,18,,3,,3,,6,,4,,2,,16,,13,,4,,4,,25,,18,,12,,16,,2,,1,,,,104,147,0,3,,39,,34,,7,,3,,9,,5,,,,9,,1,,10,,4,,21,,14,,,,116,159,0,13,,12,,24,,25,,38,,3,,2,,,,96,117,0
33167,25222,4906,1,1699,18,BL-1699-18-recto,18,April,25,April,2,,3,,,,,,,,,,,,1,,,,,,2,,1,,1,,,,4,,1,,,,,,,,1,,,,,,,,1,,,,,,,,3,,,,,,,,,,1,,,,,,1,,,,1,,,,,,2,,1,,2,,2,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,1,,,,4,,1,,,,1,,,,1,,47,53,0,9,,1,,,,4,,,,5,,10,,14,,6,,4,,23,,10,,5,,16,,2,,,,,,115,109,0,1,,47,,28,,5,,4,,10,,5,,2,,8,,2,,11,,7,,16,,11,,,,100,157,0,5,,5,,14,,15,,32,,1,,7,,,,54,79,0
33168,25223,4907,1,1699,19,BL-1699-19-recto,25,April,2,May,,,3,,,,2,,,,,,1,,1,,2,,,,,,,,,,2,,2,,1,,1,,1,,1,,,,3,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,2,,1,,,,,,4,,2,,,,,,,,,,1,,2,,2,,,,,,,,,,3,,,,,,,,1,,,,1,,2,,2,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,2,,,,,,2,,1,,,,,,,,,,1,,2,,,,,,,,,,,,63,59,0,14,,,,,,4,,,,7,,11,,11,,5,,4,,17,,9,,10,,10,,2,,,,,,106,104,0,2,,46,,32,,10,,2,,8,,7,,4,,5,,2,,11,,1,,20,,10,,6,,109,166,0,8,,10,,19,,19,,30,,2,,7,,,,79,95,0
33169,25224,4908,1,1699,20,BL-1699-20-recto,2,May,9,May,2,,3,,,,,,,,1,,1,,2,,,,2,,,,,,1,,1,,1,,,,,,,,,,1,,,,,,,,2,,,,,,2,,1,,,,1,,,,,,,,2,,1,,,,1,,,,,,1,,,,,,,,2,,,,,,2,,,,,,,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,,,1,,,,,,2,,,,3,,,,,,1,,1,,,,1,,,,1,,,,1,,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,1,,1,,47,53,0,19,,1,,2,,5,,,,4,,10,,10,,3,,2,,30,,19,,11,,15,,3,,3,,,,106,137,0,,,43,,26,,10,,2,,8,,,,5,,6,,5,,7,,2,,24,,8,,3,,123,149,0,4,,8,,30,,13,,27,,3,,6,,,,73,91,0
33170,25225,4909,1,1699,21,BL-1699-21-recto,9,May,16,May,,,1,,,,,,1,,,,2,,1,,,,3,,2,,,,2,,,,2,,1,,,,,,,,,,1,,,,,,2,,,,,,,,2,,3,,1,,1,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,,,3,,2,,1,,,,,,,,,,,,,,,,1,,1,,3,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,1,,,,1,,1,,,,3,,,,,,1,,,,,,,,2,,,,,,1,,1,,,,7,,,,2,,,,,,2,,44,67,0,14,,1,,1,,4,,,,5,,14,,6,,5,,8,,28,,10,,8,,10,,,,,,,,104,114,0,6,,48,,29,,7,,,,3,,,,2,,4,,,,8,,3,,19,,8,,,,116,137,0,7,,9,,27,,14,,30,,3,,6,,,,59,96,0
33171,25226,4910,1,1699,22,BL-1699-22-recto,16,May,23,May,,,2,,,,2,,,,,,,,,,3,,,,,,2,,2,,,,3,,,,,,,,2,,,,,,,,,,4,,,,,,,,2,,,,2,,2,,,,,,1,,1,,,,1,,,,,,1,,1,,1,,,,,,,,2,,2,,,,,,,,1,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,2,,1,,,,1,,,,,,,,,,1,,2,,,,2,,,,,,1,,,,2,,1,,1,,,,,,,,,,42,60,0,13,,2,,1,,3,,3,,8,,11,,7,,,,8,,24,,10,,14,,5,,1,,,,,,89,110,0,2,,37,,22,,8,,1,,1,,4,,2,,16,,3,,9,,3,,20,,6,,8,,111,142,0,6,,8,,18,,21,,31,,1,,4,,,,68,89,0
33172,25227,4911,1,1699,23,BL-1699-23-recto,23,May,30,May,1,,1,,,,,,,,,,1,,,,1,,1,,1,,,,1,,,,,,2,,,,2,,,,,,,,,,1,,1,,,,,,1,,1,,,,1,,,,,,1,,2,,2,,,,2,,,,,,,,3,,3,,2,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,36,42,0,15,,1,,,,6,,,,2,,10,,8,,3,,7,,24,,12,,12,,11,,1,,,,,,109,112,0,4,,41,,23,,2,,2,,4,,2,,6,,11,,2,,9,,7,,19,,9,,0,,111,141,0,8,,8,,18,,11,,28,,2,,5,,,,59,80,0
33173,25228,4913,1,1699,24,BL-1699-24-recto,30,May,6,June,,,1,,,,2,,,,,,2,,,,,,1,,,,,,2,,1,,3,,1,,,,,,1,,,,,,,,,,2,,,,,,1,,3,,,,,,,,,,,,1,,,,,,1,,1,,,,,,3,,2,,2,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,2,,,,,,,,1,,,,,,1,,1,,3,,,,,,,,,,3,,,,,,4,,,,1,,1,,,,1,,38,54,0,17,,,,,,6,,,,4,,10,,8,,5,,9,,21,,15,,12,,8,,2,,,,,,94,117,0,8,,46,,17,,1,,4,,8,,3,,4,,7,,,,11,,1,,14,,10,,7,,107,141,0,11,,7,,20,,17,,24,,5,,6,,,,47,90,0
33174,25229,4914,1,1699,25,BL-1699-25-recto,6,June,13,June,,,2,,,,,,,,,,,,1,,2,,1,,,,,,1,,4,,1,,,,,,,,,,,,1,,,,,,3,,1,,,,,,,,2,,,,1,,,,,,1,,2,,,,,,,,,,,,,,1,,,,,,,,,,1,,2,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,1,,,,,,1,,1,,,,,,,,1,,1,,,,,,1,,,,,,,,3,,,,1,,1,,,,,,37,44,0,11,,2,,1,,10,,1,,6,,5,,12,,5,,6,,15,,11,,7,,10,,2,,,,,,90,104,0,5,,40,,15,,4,,1,,3,,,,1,,13,,,,14,,3,,17,,6,,,,103,122,0,8,,8,,16,,23,,28,,2,,1,,,,57,86,0
33175,25230,4923,1,1699,26,BL-1699-26-recto,13,June,20,June,,,1,,,,,,,,,,1,,1,,,,,,,,1,,2,,2,,3,,,,,,2,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,2,,,,1,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,2,,5,,,,,,,,1,,,,38,40,0,13,,3,,,,9,,,,1,,14,,11,,,,7,,10,,8,,7,,11,,2,,,,,,104,96,0,7,,35,,26,,1,,2,,5,,4,,1,,9,,,,6,,2,,11,,7,,4,,105,110,0,6,,4,,8,,16,,31,,2,,1,,,,59,68,0
33206,25231,4924,1,1699,27,BL-1699-27-recto,20,June,27,June,,,2,,,,2,,,,,,1,,,,,,1,,1,,1,,1,,1,,3,,,,,,1,,,,2,,3,,,,,,2,,1,,,,2,,,,,,,,1,,,,,,6,,1,,2,,1,,1,,,,1,,3,,4,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,2,,1,,,,3,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,,1,,,,1,,,,1,,,,,,,,,,1,,,,2,,3,,,,,,1,,,,,,42,68,0,17,,6,,1,,8,,2,,4,,11,,6,,4,,6,,14,,15,,15,,12,,,,,,,,84,121,0,1,,34,,21,,3,,5,,6,,2,,3,,4,,,,8,,3,,17,,9,,,,102,116,0,13,,,,,,,,,,5,,6,,,,10,24,0
33207,25232,4925,1,1699,28,BL-1699-28-recto,27,June,4,July,,,4,,,,1,,,,,,1,,,,2,,,,,,,,3,,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,1,,,,,,,,3,,2,,,,,,,,,,,,1,,,,1,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,1,,,,,,,,1,,1,,1,,1,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,1,,,,,,1,,1,,1,,45,45,0,14,,,,1,,3,,2,,6,,9,,6,,5,,3,,20,,11,,16,,17,,2,,,,,,86,115,0,3,,37,,22,,3,,2,,8,,3,,6,,6,,5,,9,,1,,19,,10,,4,,118,138,0,9,,9,,13,,12,,21,,3,,5,,,,47,73,0
33208,25233,4941,1,1699,29,BL-1699-29-recto,4,July,11,July,,,1,,,,,,,,1,,,,,,1,,,,,,1,,1,,,,5,,1,,,,,,,,,,2,,,,,,1,,,,,,,,1,,,,,,,,1,,,,3,,,,,,2,,,,,,,,2,,,,3,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,1,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,1,,,,4,,,,,,34,43,0,22,,,,1,,5,,,,3,,10,,3,,6,,2,,22,,14,,10,,7,,1,,,,,,95,106,0,,,40,,17,,6,,2,,5,,,,9,,10,,1,,2,,4,,14,,3,,3,,93,116,0,10,,10,,11,,18,,21,,4,,3,,,,47,77,0
33209,25234,4942,1,1699,30,BL-1699-30-recto,11,July,18,July,,,,,1,,4,,,,,,1,,,,2,,,,2,,,,5,,1,,1,,,,,,,,3,,1,,3,,,,,,3,,1,,2,,,,2,,,,,,,,,,,,2,,1,,,,1,,,,,,1,,1,,1,,,,,,,,2,,,,,,1,,,,1,,,,,,2,,,,,,2,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,2,,1,,,,3,,,,2,,1,,1,,,,48,65,0,24,,2,,1,,8,,2,,4,,11,,7,,4,,7,,30,,24,,10,,13,,2,,,,,,107,149,0,5,,45,,29,,8,,3,,7,,5,,6,,15,,4,,8,,3,,16,,,,2,,110,156,0,10,,10,,10,,22,,18,,3,,6,,,,49,79,0
33210,25235,4943,1,1699,31,BL-1699-31-recto,18,July,25,July,1,,3,,1,,2,,,,,,,,,,1,,,,,,1,,1,,,,4,,1,,,,,,,,,,,,,,,,1,,,,,,1,,1,,2,,,,,,,,,,2,,,,,,,,1,,,,,,1,,1,,2,,,,,,,,2,,1,,,,,,,,,,3,,1,,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,2,,,,2,,,,,,1,,1,,1,,,,34,53,0,12,,,,,,,,,,3,,9,,8,,1,,1,,38,,14,,4,,5,,5,,1,,,,92,101,0,4,,38,,31,,6,,4,,7,,,,4,,16,,,,8,,3,,19,,18,,,,107,158,0,5,,10,,24,,16,,19,,2,,5,,,,50,81,0
33211,25236,4944,1,1699,32,BL-1699-32-recto,25,July,1,August,1,,5,,,,2,,1,,1,,1,,,,1,,1,,,,,,1,,1,,7,,,,,,,,1,,,,2,,,,,,1,,,,,,2,,3,,1,,,,3,,,,,,2,,,,,,1,,,,,,1,,1,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,2,,1,,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,5,,,,,,,,1,,,,49,63,0,18,,2,,1,,5,,,,2,,12,,10,,2,,9,,32,,16,,14,,15,,1,,,,,,104,139,0,3,,52,,37,,5,,4,,9,,4,,4,,20,,4,,6,,5,,19,,9,,8,,138,189,0,6,,,,20,,24,,25,,2,,2,,,,56,79,0
33212,25237,4945,1,1699,33,BL-1699-33-recto,1,August,8,August,1,,1,,,,1,,,,,,,,1,,1,,,,,,1,,1,,,,1,,,,1,,,,,,,,,,,,,,3,,,,,,1,,1,,1,,,,3,,,,2,,5,,,,2,,2,,,,,,,,2,,3,,,,,,,,1,,1,,2,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,4,,,,,,2,,,,,,,,,,5,,,,,,1,,,,1,,44,58,0,26,,2,,2,,9,,2,,6,,14,,17,,3,,10,,30,,25,,10,,12,,2,,1,,,,109,171,0,3,,40,,22,,6,,11,,4,,,,8,,25,,4,,11,,4,,19,,4,,4,,107,165,0,7,,6,,25,,16,,24,,5,,3,,,,80,86,0
33213,25238,4946,1,1699,34,BL-1699-34-recto,8,August,15,August,,,,,,,3,,,,1,,,,,,3,,1,,,,1,,,,2,,3,,,,1,,,,,,,,2,,,,,,2,,,,,,2,,1,,,,2,,1,,,,,,3,,1,,,,,,1,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,2,,,,1,,,,,,1,,,,,,,,2,,,,,,,,1,,,,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,42,50,0,20,,2,,,,6,,,,5,,12,,7,,4,,11,,44,,22,,11,,10,,,,2,,,,106,156,0,4,,46,,28,,5,,3,,5,,3,,5,,9,,,,13,,4,,17,,14,,4,,117,160,0,14,,8,,17,,6,,22,,1,,2,,,,55,70,0
33214,25239,4947,1,1699,35,BL-1699-35-recto,15,August,22,August,1,,1,,,,2,,,,2,,,,2,,,,2,,,,3,,,,,,4,,,,1,,,,,,,,1,,,,,,2,,,,,,,,3,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,2,,,,1,,,,,,,,2,,,,1,,,,,,,,1,,1,,,,,,3,,,,1,,,,2,,,,,,,,2,,,,,,,,1,,,,1,,1,,,,,,,,,,1,,1,,2,,,,,,1,,,,1,,,,2,,,,,,,,1,,2,,48,59,0,29,,1,,,,5,,,,5,,18,,13,,4,,4,,34,,31,,11,,12,,1,,,,,,106,159,0,8,,52,,17,,4,,3,,6,,1,,7,,7,,4,,11,,4,,19,,14,,5,,110,162,0,11,,11,,15,,13,,29,,3,,3,,,,61,85,0
